temperature_2_m_above_gnd,relative_humidity_2_m_above_gnd,mean_sea_level_pressure_MSL,total_precipitation_sfc,total_cloud_cover_sfc,shortwave_radiation_backwards_sfc,wind_speed_10_m_above_gnd,angle_of_incidence,zenith,generated_power_kw
24.67,29,1019.4,0,0,703.99,15.41,67.040311,54.633339,528.37159
24.33,30,1019.3,0,0,553.58,15.35,80.458149,65.89849,34.655278
23.56,31,1018.8,0,0,382.7,15.58,92.738704,75.754066,0.44861111
11.26,96,1021.9,0,0,0,5.86,116.53974,93.143341,7.4708333
10.51,99,1022.2,0,0,0,3.89,102.93781,83.499984,101.25833
11.64,92,1022,0,19,87.22,1.8,89.27281,73.008168,501.27389
15.29,71,1022,0,0,264.33,4.2,75.680541,61.936976,1190.4209
18.55,46,1021.7,0,0,445,7.95,62.407142,50.615493,1807.7131
20.4,39,1021.1,0,0,614.1,12.52,49.807193,39.369385,2238.796
21.64,40,1019.8,0,0,754.72,13.78,38.623571,28.780464,2493.9403
23.22,36,1019.7,0,0,861.52,14.58,30.509555,20.379378,2574.693
25.38,26,1018.9,0,0,927.38,15.73,28.1837,17.757203,2508.1414
26.29,22,1018.2,0,0,945.18,16.85,32.839576,22.888158,2281.0477
26.73,23,1018.1,0,0,911.36,18.19,42.298723,32.345378,1885.4205
26.77,25,1017.3,0,0,828.59,19.34,54.104778,43.264723,1337.6086
26.51,28,1017.1,0,0,709.33,20.5,66.996787,54.582139,530.42806
25.83,31,1017.4,0,0,557.14,21.87,80.411268,65.847876,21.213784
24.52,35,1017.1,0,0,385.37,22.68,92.804043,75.793127,0.06462585
11.08,71,1020.8,0,0,0,4.33,116.58846,93.167823,1.475
10.31,69,1021,0,0,0,5.59,102.98727,83.527606,78.268686
11.82,58,1020.7,0,0,91.67,5.48,89.323944,73.039696,490.31112
15.57,46,1020.1,0,0,270.56,2.41,75.732327,61.970581,1193.0489
19.43,34,1019.4,0,0,452.12,1.53,62.458782,50.649781,1790.2574
22.56,27,1019.4,0,0,619.44,6.19,49.857231,39.402419,2236.8761
24.35,25,1018.2,0,0,759.17,10.79,38.668532,28.808291,2454.84
25.41,24,1017.6,0,0,865.08,12.98,30.541179,20.392033,2543.7755
27.47,20,1017.8,0,0,926.49,10.31,28.190543,17.740688,2479.1953
27.85,22,1017.6,0,0,938.95,13.32,32.821441,22.849987,2274.6464
28.22,19,1017.1,0,0,906.02,13.1,42.265481,32.300077,1899.8996
28.38,17,1016.5,0,0,829.48,13.21,54.063693,43.217564,1357.5956
28.21,17,1016.5,0,0,712.89,12.3,66.951397,54.534817,537.78847
27.79,18,1016.4,0,0,560.7,12.72,80.363315,65.801269,27.011507
26.98,19,1016.2,0,0,388.04,13.09,92.754507,75.747813,0.17312925
13.79,78,1019.2,0,0,0,17.31,116.63816,93.197579,2.8397222
13.33,83,1019.5,0,0,0,18.36,103.03672,83.559716,79.356573
16.25,71,1018.9,0,0,86.33,18.37,89.37441,73.075395,473.95278
20.38,55,1018.4,0,0,258.1,18.39,75.782696,62.008105,1156.554
23.79,42,1018,0,0,435.21,15.88,62.508137,50.68791,1738.5661
26.36,32,1017.6,0,0,600.75,10.5,49.903894,39.439486,2143.4948
28.37,24,1016.5,0,0,736.03,5.24,38.708692,28.840794,2406.6298
27.87,23,1016,0,10,566.04,7.99,30.56642,20.410575,2503.2069
29.69,21,1016,0,0,895.34,12.57,28.190432,17.730682,2432.4719
30.07,21,1015.9,0,0,912.25,13.8,32.797532,22.8173,2222.081
30.23,21,1015.6,0,61,872.2,13.68,42.228102,32.259259,1847.0531
28.66,23,1015.3,0,24,525.99,13.04,54.019785,43.174443,1267.4817
28.27,23,1015.2,0,10,274.12,12.32,66.904191,54.491456,476.99972
29.07,22,1015.1,0,10,409.4,12.61,80.314365,65.758772,78.236422
28.31,23,1014.7,0,10,357.78,12.29,92.477103,75.530274,3.6962796
16.86,41,1016.1,0,0,0,10.59,116.68786,93.231778,24.208084
16.61,42,1016,0,11,0,10.2,103.08604,83.596134,145.35968
18.82,42,1015.4,0,10,64.08,10.16,89.424123,73.115155,414.85901
22.64,35,1015.5,0,0,251.87,9.83,75.831579,62.049453,1142.9245
25.39,29,1015.2,0,0,425.42,6.37,62.555166,50.729802,1703.5983
26.88,26,1014.9,0,10,564.26,9.29,49.947194,39.480539,2102.4094
27.39,24,1014.2,0,10,687.97,13.39,38.744184,28.878015,1815.7364
27.72,24,1014,0,10,787.65,13.32,30.585629,20.435312,2409.3325
27.69,25,1014.8,0,10,855.29,22.39,28.183858,17.727761,2473.5117
27.74,25,1014.5,0,10,866.86,23.93,32.768206,22.790449,1636.7017
27.73,26,1014.1,0,10,841.05,23.18,42.186797,32.223094,499.08361
27.67,25,1013.4,0,10,769.85,18.22,53.973201,43.135468,543.83339
27.65,23,1013.2,0,10,659.49,9.78,66.855284,54.452132,303.14472
27.37,24,1012.8,0,10,519.76,12.18,80.264519,65.720436,70.504567
25.98,28,1012.8,0,10,272.34,20.12,91.85647,75.049743,6.4853511
13.5,78,1014.4,0,0,0,7.93,116.74016,93.272489,11.735
12.79,81,1014.9,0,0,0,7.42,103.13515,83.636856,115.51528
14.6,74,1014.3,0,0,84.55,4.21,89.472993,73.158923,480.73468
19.28,59,1013.4,0,0,254.54,8.67,75.878883,62.094557,1143.1883
21.64,51,1013.5,0,0,429.87,13.39,62.599766,50.775375,1742.7967
22.84,46,1013.9,0,10,559.81,14.78,49.987014,39.525476,2166.2443
23.68,41,1013,0,10,686.19,14.2,38.774852,28.919806,2520.7127
24.46,37,1012.9,0,10,785.87,12.18,30.598572,20.465981,2347.5055
24.6,36,1013.9,0,10,849.95,10.48,28.170552,17.731616,2205.045
23.64,38,1013.7,0,10,740.48,15.26,32.733317,22.769338,1672.681
23.03,41,1013.7,0.6,12,548.24,20.12,42.141541,32.191611,1386.7619
21.86,48,1014.5,0.2,45,301.71,19.44,53.923976,43.100703,499.56653
22.68,45,1014.5,0,29,417.41,17.11,65.841006,53.591479,0.001666667
12.81,85,1017,0,32,0,6.03,116.79221,93.317458,7.7580556
12.24,88,1017.2,0,0,0,6.29,103.18397,83.68181,109.69019
13.92,80,1017.3,0,0,83.66,4.69,89.520936,73.206627,499.90583
17.27,67,1017,0,0,252.76,1.94,75.924523,62.143342,1155.9578
19.66,52,1016.8,0,0,428.09,6.29,62.641861,50.824549,1733.7934
21.37,45,1016.7,0,0,592.74,8.37,50.023286,39.574216,2227.9239
22.72,41,1016.4,0,0,731.58,8.89,38.800642,28.966081,1777.6814
23.72,37,1016,0.2,10,819.69,8.91,30.605216,20.502504,666.79484
24.27,36,1016.5,0,10,857.96,4.8,28.150513,17.742244,780.44332
24.84,35,1016.8,0,10,860.63,3.96,32.692898,22.754032,1010.7241
23.64,36,1016.7,0,10,388.04,2.16,42.092394,32.164886,565.46696
24.78,34,1016.4,0,10,388.04,0.72,53.872185,43.070224,248.735
24.75,34,1016.5,0,10,633.68,0.51,66.752644,54.385907,420.34502
24.45,34,1016.7,0,10,514.42,1.8,80.162459,65.656577,147.31476
23.87,35,1016.6,0,10,356.89,3.1,93.011719,75.965296,17.824214
14.24,67,1020.7,0,0,0,9.59,116.84514,93.367738,5.4494444
14.33,67,1020.7,0,0,0,9.66,103.23241,83.730907,92.115
16.32,61,1020.6,0,0,83.66,10.83,89.567868,73.25819,473.17015
19.73,51,1020.5,0,0,256.32,12.62,75.968424,62.195729,1143.9564
22.19,45,1020.5,0,0,434.32,11.57,62.681383,50.877248,1731.7066
23.88,35,1020.3,0,0,599.86,9.66,50.055961,39.626684,2138.9911
24.77,32,1020,0,0,739.59,8.4,38.821538,29.016781,2472
25.65,30,1019.7,0,0,847.28,8.44,30.605594,20.544867,2529.0295
26.41,26,1020.1,0,0,913.14,9.73,28.12382,17.759728,2471.5366
27.02,26,1020,0,0,929.16,7.9,32.647041,22.744639,2395.6122
27.52,26,1019.6,0,0,896.23,7.93,42.039446,32.143009,997.88
27.6,28,1019,0,11,809.01,10.31,53.817917,43.044113,916.91916
27.36,30,1019,0,100,525.1,10.79,66.699079,54.359153,564.40605
27.02,31,1019.2,0,100,467.25,11.38,80.110415,65.63119,86.916389
26.5,32,1019.1,0,100,348.88,11.25,92.732417,75.76521,8.0578431
14.31,85,1022.6,0,0,0,7.1,116.89845,93.422698,6.8227778
14.45,84,1022.7,0,0,0,6.64,103.28036,83.784042,92.746789
16.22,77,1022.7,0,0,82.77,5.69,89.613712,73.313528,464.29056
19.99,63,1022.1,0,0,252.76,2.55,76.010518,62.251638,1134.6278
22.99,51,1022.1,0,0,428.98,2.28,62.718282,50.933398,1710.0547
24.7,44,1022.1,0,10,578.5,2.28,50.085015,39.68282,2124.4144
26.19,37,1020.9,0,10,699.54,5.4,38.837571,29.071877,2363.2763
27.31,34,1020.4,0,10,804.56,6.11,30.599834,20.593146,2463.2861
28.53,22,1021.2,0,5.1,901.57,7.52,28.090654,17.784257,2397.8272
29.28,22,1020.9,0,7.5,907.8,8.31,32.595891,22.741305,2181.5641
29.85,22,1020.5,0,10.2,875.76,10.16,41.982811,32.126083,1840.8893
30.01,21,1019.8,0,12.9,801,13.4,53.76127,43.022449,1291.1231
29.68,20,1019.4,0,78,661.27,14.88,66.644141,54.336729,539.63972
29.2,21,1019.5,0,58,480.6,15.82,80.05781,65.610242,49.735796
28.42,22,1019.1,0,3.3,373.8,14.8,92.569384,75.659508,1.7166667
17.16,37,1021.9,0,0.3,0,5.24,116.95231,93.482612,3.9783333
15.84,40,1022.1,0,0,0,6.13,103.32775,83.841149,86.066977
16.95,40,1021.7,0,0,82.77,7.9,89.65839,73.372571,461.75433
20.45,38,1021.3,0,0,254.54,4.39,76.050732,62.310999,1130.9986
24.12,29,1020.7,0,0,432.54,3.56,62.752489,50.992925,1697.6748
26.85,25,1020.4,0,0,599.86,4.69,50.110389,39.742546,2091.4842
28.69,22,1019.6,0,0,740.48,8.47,38.848691,29.131285,2331.8425
29.69,21,1018.8,0,0,847.28,9.61,30.58789,20.647242,2427.7577
30.55,17,1019.2,0,0,914.92,6.95,28.05099,17.815778,2375.4483
31.35,17,1018.9,0,0,930.94,7.59,32.539472,22.744068,2153.0331
31.87,18,1018.2,0,0,898.9,8.29,41.922546,32.114173,1792.8103
32.06,17,1017.6,0,0,820.58,9.89,53.70232,43.005302,1274.6428
32.01,17,1017.3,0,0,705.77,11.38,66.587906,54.318703,539.59694
31.58,16,1017,0,0,558.03,12.6,80.004725,65.593796,49.771667
30.72,16,1016.9,0,0,388.04,12.74,92.518646,75.645487,1.7565876
18.27,52,1020.7,0,0,0,5.59,117.00657,93.547359,3.5116667
17.12,55,1020.9,0,0,0,6.41,103.3745,83.902213,83.476596
18.13,54,1020.6,0,0,81.88,7.97,89.701824,73.43527,457.98528
21.85,49,1020.2,0,0,254.54,4.21,76.088987,62.373747,1126.8697
25.49,37,1019.9,0,0,432.54,3.55,62.783924,51.055756,1692.5527
28.52,29,1019.4,0,0,598.97,6.49,50.131992,39.805771,2097.4108
30.88,18,1018.3,0,0,738.7,13.91,38.85477,29.194867,2326.3439
31.77,16,1018,0,0,848.17,14.19,30.569552,20.706892,2407.8272
32.44,14,1018.5,0,0,918.48,14.17,28.004588,17.853986,2349.2819
32.84,14,1018.3,0,0,936.28,13.98,32.477663,22.752837,2155.3536
33.14,15,1018.4,0,0,904.24,12.98,41.858643,32.107302,1779.1206
33.19,16,1017.6,0,0,824.14,12.6,53.641107,42.992728,1250.1411
33.04,16,1017.4,0,0,706.66,11.99,66.530439,54.30514,539.84028
32.54,17,1017.5,0,0,556.25,11.21,79.951228,65.581923,67.6075
31.72,19,1017.3,0,0,385.37,10.2,92.469526,75.63732,3.7543333
18.75,39,1020.2,0,0,0,8.21,117.06132,93.61709,9.7655556
18.19,41,1020.1,0,0,0,9.09,103.42052,83.967104,107.07253
20.22,39,1019.9,0,0,80.99,10.48,89.743946,73.501536,464.17194
24.42,32,1019.6,0,0,251.87,11.17,76.12523,62.439806,1097.8144
28.01,29,1018.9,0,0,428.98,16.24,62.812554,51.121822,1661.2383
30.7,23,1018.5,0,0,595.41,15.48,50.149828,39.872447,2074.1499
32.26,18,1017.7,0,0,735.14,12.66,38.855885,29.262622,2331.5569
32.89,17,1017.3,0,0,842.83,15.68,30.54502,20.772231,2313.5332
33.75,15,1017.3,0,0,908.69,13.09,27.951721,17.899157,2368.7947
34.15,15,1016.8,0,0,927.38,14.08,32.410678,22.767802,2197.6939
34.46,14,1016.1,0,0,896.23,14.88,41.79125,32.105582,1720.9058
34.35,14,1015.5,0,0,820.58,16.87,53.577746,42.984803,1243.945
34.12,14,1015.2,0,0,705.77,16.81,66.471835,54.2961,538.95222
33.6,14,1014.8,0,0,557.14,18.08,79.897406,65.574665,84.366944
32.69,14,1014.4,0,0,387.15,18.12,92.30551,75.544532,7.144898
19.38,36,1016.4,0,0,0,14.04,117.11611,93.691271,9.3572411
18.12,37,1016.9,0,0,0,18.72,103.46576,84.035817,97.753333
20.2,44,1016.9,0,0,79.21,23.08,89.784684,73.571323,450.6825
22.68,40,1016.4,0,0,250.98,22.78,76.159389,62.509118,1106.1725
26.15,33,1015.9,0,0,428.09,20.52,62.838307,51.191057,1676.4511
28.94,25,1015.9,0,0,594.52,19.13,50.16381,39.942487,2091.0601
29.65,23,1014.9,0,0,735.14,21.58,38.851904,29.334409,2375.0196
30.31,22,1014.4,0,0,843.72,21.93,30.51406,20.842968,2481.8592
31.7,17,1014.8,0,0,912.25,23.22,27.892112,17.950929,2411.923
31.97,17,1014,0,0,932.72,26.43,32.338373,22.78884,2214.1564
31.91,17,1013.5,0,0,904.24,26.89,41.720346,32.109021,1823.8874
31.94,18,1013.2,0,0,824.14,26.25,53.512273,42.981575,1274.9303
31.9,18,1012.3,0,0,703.99,30.35,66.412152,54.291639,538.9205
31.38,19,1012.1,0,0,555.36,28.67,79.843321,65.572084,46.184167
30.35,22,1011.3,0,0,385.37,26.57,92.257138,75.546076,1.3292517
16.43,58,1015.4,0,0,0,11.72,117.17124,93.770318,3.1540678
15.81,60,1015.4,0,0,0,12.65,103.51011,84.108212,85.048056
17.86,57,1015.5,0,1.2,85.44,13.32,89.823978,73.644547,449.83472
22.39,45,1014.8,0,0.9,263.44,18.36,76.191421,62.581608,1133.0222
24.36,38,1014.6,0,0,435.21,21.67,62.861158,51.263398,1750.0081
25.77,31,1014.7,0,0,600.75,23.32,50.173952,40.015847,2226.1386
27.09,26,1013.9,0,2.4,732.47,23.86,38.84291,29.410231,2382.7506
28.08,21,1013.6,0,6,832.15,24.7,30.476875,20.919231,2562.8975
28.9,18,1014.1,0,3,910.47,25.45,27.826045,18.00958,2518.2989
29.5,15,1013.5,0,0,928.27,24.97,32.260975,22.816146,2000.6994
29.78,15,1013.3,0,11.4,899.79,24.39,41.646086,32.117728,946.40667
29.73,17,1012.8,0,14.7,817.02,21.87,53.444803,42.983116,1064.6204
29.43,20,1012.2,0,30,672.84,19.39,66.351482,54.291809,256.62278
29.29,21,1012,0,12.6,508.19,18.47,79.789052,65.574216,118.03222
28.28,21,1011.7,0,35,367.57,18.39,91.521298,75.01725,16.190606
12.61,78,1018.4,0,0,0,5.04,117.34277,93.933259,11.630055
11.87,87,1018.8,0,2,0,4.69,103.55348,84.18418,159.32631
14.6,84,1018.4,0,4,66.75,6.92,89.86177,73.721129,508.59678
16.48,76,1018.5,0,1,251.87,5.69,76.221282,62.65721,1145.3419
19.87,60,1018.1,0,0,429.87,3.6,62.881088,51.338789,1744.1057
23.43,39,1017.6,0,0,597.19,2.97,50.180268,40.09249,2160.8047
25.61,22,1017,0,0,740.48,13.68,38.82898,29.490091,2366.9575
26.88,18,1016.5,0,0,852.62,19.26,30.433643,21.00113,2465.7064
27.08,19,1018.1,0,0,922.04,22.42,27.753749,18.075309,2306.7321
27.46,19,1017.9,0,0,942.51,23.77,32.178663,22.849865,2197.5458
28.09,17,1017.3,0,0,911.36,24.16,41.5686,32.131795,1857.2777
28.15,17,1016.8,0,3.6,826.81,23.47,53.375439,42.989491,1348.6867
28,17,1016.7,0,3.3,709.33,23.28,66.289912,54.29666,579.16174
27.47,19,1016.8,0,0,564.26,22.38,79.734675,65.581095,50.155061
26.7,23,1016.6,0,8.7,392.49,18.68,91.47344,75.028243,1.2303508
15.97,86,1019.1,0,0,0,25.58,117.28175,93.942144,3.2175
15.58,84,1019.3,0,3,0,25.93,103.59585,84.263771,82.0175
17.87,74,1018.8,0,2.7,84.55,27.42,89.897997,73.801047,446.29444
19.73,66,1018.7,0,0,249.2,28.04,76.248905,62.73588,1130.6333
22.03,57,1018.4,0,0,422.75,27.53,62.898016,51.417167,1729.5392
24.08,51,1018.5,0,0,586.51,28.66,50.182644,40.172319,2130.2683
26.06,44,1017.7,0,0.6,718.23,27.19,38.809905,29.573796,2385.6906
27.84,37,1017.1,0,0.6,817.02,27.42,30.383952,21.088201,2498.5414
28.93,28,1017.6,0,0,902.46,28.55,27.674714,18.14749,2431.8241
29.61,27,1017.4,0,0,923.82,28.75,32.091147,22.889731,2220.5767
30.18,25,1017,0,0,893.56,27.85,41.4878,32.15118,1846.6891
30.83,21,1016.3,0,0.9,814.35,27.06,53.304183,43.000727,1308.9144
30.74,19,1016.3,0,1.2,695.98,26.96,66.227481,54.306242,562.38915
30.27,20,1016.6,0,0.3,555.36,25.42,79.680238,65.592783,48.469167
29.01,22,1016.6,0,0,386.26,22.16,91.99762,75.489172,2.5763948
15.03,58,1021.9,0,0,0,7.1,117.33705,94.034913,3.6763889
14.26,63,1022,0,0,0,10.04,103.63711,84.34685,85.435
17.24,75,1021,0,0,72.98,11.54,89.932606,73.884222,441.90694
20.9,65,1020.6,0,0,242.08,18.84,76.274254,62.817553,1108.0614
23.82,52,1020.2,0,0,418.3,19.13,62.911931,51.498482,1705.8844
26.34,40,1020.5,0,0,583.84,19.44,50.181104,40.255302,2134.8369
28.05,33,1019.2,0,0,722.68,20.63,38.785775,29.661357,2382.9092
29.23,31,1018.7,0,0,830.37,22.18,30.328005,21.18057,2453.9288
30.27,21,1019.5,0,0,907.8,20.45,27.589214,18.226372,2416.5172
31.04,19,1019,0,0,927.38,25.16,31.998646,22.935922,2178.7681
31.34,19,1018.5,0,0,898.01,26.87,41.403839,32.175983,1820.3531
31.51,18,1018,0,0,822.36,25.13,53.231148,43.016889,1287.0314
31.35,17,1017.3,0,0.3,706.66,23.51,66.164276,54.3206,550.33111
30.83,17,1017,0,0,558.92,21.13,79.625815,65.609311,125.71194
30.04,17,1016.7,0,0.3,388.04,17.71,91.37824,75.064392,9.5972868
16.97,57,1018.5,0,63,0,6.57,117.39199,94.131872,12.219275
17.06,50,1018.8,0,2.7,0,3.98,103.67717,84.43327,117.24029
18.08,49,1018.6,0,0,73.87,1.84,89.965547,73.970572,459.29887
21.67,47,1018.8,0,2.1,243.86,4.9,76.297301,62.902163,1022.9658
24.1,44,1018.7,0,2.4,421.86,5.59,62.92283,51.582683,1632.9428
26.91,37,1017.5,0,4.8,579.39,3.32,50.175691,40.341419,2024.3128
29.77,28,1016.6,0,2.1,712,7.92,38.75672,29.752816,1743.1975
30.9,24,1016.3,0,0,825.03,20.32,30.266073,21.278433,1573.7583
31.62,21,1016.5,0,30,849.95,20.66,27.497603,18.312284,1717.4141
32.14,20,1016.5,0,30,878.43,19.86,31.901426,22.98865,1925.112
32.45,20,1016,0,30,793.88,16.08,41.316887,32.206317,1395.3717
32.5,20,1015.3,0,30,687.08,12.24,53.156456,43.038047,976.50083
32.57,20,1015.2,0,39,550.91,9.83,66.100393,54.339779,287.92083
32.09,20,1015.2,0,100,445.89,8.67,79.57148,65.630701,175.06383
30.03,25,1015.3,0,100,274.12,16.18,92.505491,76.001475,14.555346
19.56,48,1017.6,0,0,0,11.21,117.56377,94.312893,8.2519126
19.97,45,1017.7,0,0,0,12.65,103.71599,84.523046,102.54031
21.53,43,1017.7,0,0.6,70.31,14.42,89.996763,74.060064,438.74222
25.96,33,1017.2,0,3.6,250.98,16.92,76.317989,62.989666,1068.0122
29.17,26,1016.8,0,2.1,423.64,19.96,62.930655,51.669717,1648.235
30.6,24,1017.2,0,0.3,582.95,23.59,50.166331,40.430593,2084.4731
31.69,22,1016.5,0,0,723.57,27.38,38.722605,29.848035,2314.0563
32.68,20,1016.2,0,0,832.15,30.47,30.197891,21.381469,2411.8045
32.93,20,1017.1,0,0,901.57,27.53,27.399549,18.404788,2352.8678
33.45,17,1016.6,0,3.6,906.02,28.17,31.799314,23.047735,2122.1255
33.83,17,1016.2,0,5.7,875.76,27.58,41.226917,32.242166,1728.885
33.91,17,1015.5,0,5.1,803.67,27.38,53.080138,43.064232,1246.8364
33.85,17,1015.2,0,7.8,695.09,28.04,66.03588,54.363824,548.62917
33.17,18,1015.1,0,12.3,554.47,27.5,79.517289,65.657006,66.513583
32.32,20,1014.8,0,6.6,390.71,26.23,92.547961,76.100942,1.733642
19.01,50,1017.1,0,0,0,8.64,117.50147,94.339169,10.311667
17.93,52,1017.3,0,5.1,0,10.19,103.75353,84.616165,113.06639
19.71,45,1017.3,0,0,72.98,12.03,90.026198,74.152652,450.34414
23.45,38,1017.3,0,0,240.3,7.29,76.336269,63.080011,1072.3156
27.41,29,1017.1,0,3.9,421.86,8.71,62.935361,51.759529,1636.2264
29.24,25,1016.9,0,8.4,582.06,9.36,50.152974,40.52276,2044.5083
31.06,21,1015.9,0,6.3,714.67,13.39,38.683353,29.946908,2146.3808
32.63,16,1015.1,0,5.4,818.8,24.83,30.123298,21.489457,2414.0924
33.95,11,1015.7,0,7.2,887.33,20.95,27.294846,18.503594,2345.2929
34.49,11,1015.3,0,7.5,906.91,23.24,31.69222,23.113069,2146.2864
34.42,11,1015.2,0,30,863.3,24.28,41.133943,32.283534,1801.0644
33.62,12,1014.8,0,30,683.52,23.5,53.002247,43.095481,1269.1397
32.01,15,1014.8,0,100,405.84,21.54,65.970803,54.392781,577.00056
32.24,15,1015,0,3,525.99,20.89,79.463302,65.688273,88.938333
31.41,15,1014.7,0,2.4,394.27,19.16,91.92995,75.692655,8.2692897
14.66,68,1018.2,0,10.5,0,7.28,117.67338,94.529053,17.041257
13.24,76,1018.8,0,30,0,6.64,103.78961,84.71236,113.73476
14.3,84,1018.4,0,30,73.87,6.76,90.053801,74.248226,449.415
17.25,68,1018.4,0,30,240.3,7.75,76.352121,63.173118,1112.4367
20.08,56,1018.3,0,100,391.6,10.83,62.93697,51.852068,1720.9859
20.89,55,1018.1,0,100,399.61,12.57,50.135715,40.617918,2127.1495
23.52,46,1017.4,0,30,560.7,13.1,38.639203,30.04955,2398.3444
26.45,38,1016.8,0,5.4,798.33,14.04,30.042801,21.6028,2482.1762
30.77,26,1015.5,0,0,890.89,12.43,27.184183,18.609368,2406.8467
31.84,24,1015.1,0,0,919.37,14.76,31.580651,23.185055,2179.6903
32.44,22,1014.9,0,0,889.11,15.27,41.038256,32.330601,1824.1186
32.59,21,1014.1,0,0,811.68,14.83,52.922965,43.131886,1286.0027
32.45,20,1014.1,0,0,696.87,14.47,65.905285,54.426695,571.91245
31.96,21,1014.1,0,0,548.24,15.58,79.409612,65.724511,42.441365
30.86,23,1014.1,0,0,379.14,17.9,91.770799,75.644263,0.746875
14.64,79,1018.1,0,0,0,2.55,117.72807,94.643961,0.33142077
14.39,80,1018.1,0,0,0,4.74,103.8242,84.811638,69.784058
16.64,69,1017.9,0,0,66.75,7.95,90.079511,74.346737,428.82917
21.96,51,1017.3,0,0,238.52,13.7,76.365491,63.268931,1091.7567
25.14,44,1016.6,0,0,417.41,17.23,62.93543,51.947276,1688.3303
28.11,36,1016.4,0,0,585.62,15.19,50.114495,40.715995,2111.5456
30.63,27,1015.5,0,0,728.91,9.79,38.590059,30.15584,2371.4087
32.25,20,1014.7,0,0,837.49,5.15,29.956204,21.721236,2447.3208
32.67,18,1014.9,0,0,906.91,6.29,27.067299,18.721735,2382.955
33.36,18,1014.7,0,0,923.82,8.31,31.464478,23.263531,2186.3625
33.94,17,1014.1,0,0,892.67,6.62,40.93986,32.383357,1805.6692
34.17,16,1013.5,0,0,817.02,6.52,52.842345,43.173479,1285.7186
33.96,16,1013.3,0,0,702.21,10.08,65.839396,54.465612,572.48362
33.19,18,1012.7,0,0,551.8,13,79.356286,65.76577,50.280278
32.07,19,1012.9,0,0,380.92,13.14,91.728184,75.690794,1.7288194
17.88,32,1016.7,0,0,0,11.44,117.78135,94.762252,0.18661202
17.16,31,1017.3,0,0,0,11.92,103.85723,84.913942,70.945052
18.01,32,1017.2,0,0,67.64,12.98,90.103265,74.448123,429.49833
21.84,30,1016.9,0,0,242.97,8.79,76.376324,63.367387,1104.2833
26.09,23,1016.8,0,0,425.42,6.41,62.930697,52.045087,1693.3228
28.87,18,1016,0,0,597.19,9.22,50.089274,40.81692,2107.2178
30.61,13,1015.2,0,0,742.26,14.8,38.535866,30.26568,2366.3803
31.72,11,1014.9,0,0,853.51,12.9,29.863397,21.844579,2430.7858
32.53,12,1014.6,0,0,921.15,5.04,26.944069,18.840467,2387.161
33.24,12,1014.5,0,0,937.17,7.52,31.343685,23.348425,2200.599
33.58,13,1014.3,0,0,903.35,14.48,40.838814,32.441821,1864.332
33.07,14,1014,0,0,824.14,23.97,52.76047,43.220305,1343.0956
31.76,14,1014.9,0,0,709.33,26.75,65.773217,54.509579,594.67845
30.47,15,1015.6,0,0,560.7,23.19,79.303401,65.812097,44.852476
29.37,18,1015,0,0,388.04,19.8,91.801181,75.831467,0.91836735
13.24,74,1020.7,0,0,0,4.07,117.72095,94.808042,0.28138889
12.57,78,1020.8,0,0,0,2.16,103.88859,85.019133,71.232024
13.57,75,1020.8,0,0,65.86,1.08,90.124997,74.552294,427.30444
17.74,59,1020.1,0,0,239.41,2.88,76.384576,63.468409,1104.8934
21.26,45,1019.3,0,0,420.97,3.96,62.922752,52.145436,1701.7518
24.59,36,1019.1,0,0,590.96,7.52,50.060067,40.920647,2152.7871
26.72,31,1018,0,0,733.36,10.03,38.476693,30.379059,2416.1216
28.32,29,1017.2,0,0,842.83,10.59,29.76453,21.972883,2494.4847
29.25,28,1018.7,0,0,907.8,10.14,26.814705,18.965686,2418.4975
30.38,26,1018.2,0,0,925.6,10.11,31.21847,23.439843,2208.4036
31.14,24,1017.5,0,0,892.67,10.44,40.735281,32.506075,1827.9522
31.54,24,1017.1,0,0,813.46,11.18,52.677474,43.272428,1294.3797
31.59,24,1016.7,0,0,696.87,12.32,65.70686,54.558645,589.23
31.17,24,1016.6,0,0,547.35,13.8,79.251048,65.863523,55.590146
30.21,24,1016.5,0,0,378.25,13.8,91.414444,75.619568,1.8195652
15.53,59,1020.2,0,0,0,1.08,117.65179,94.85266,0.30310734
15.24,60,1020.3,0,0,0,3.1,103.9182,85.127144,72.3675
17.14,53,1020.1,0,0,63.19,5.45,90.144637,74.659177,426.06139
21.29,43,1019.8,0,0,234.07,2.16,76.390191,63.571923,1092.0236
25.01,34,1019.2,0,0,415.63,0.36,62.911549,52.248254,1672.14
27.56,28,1018.8,0,0,586.51,4.68,50.026838,41.027104,2098.5694
29.19,25,1018.2,0,0,728.02,8.64,38.412499,30.495883,2360.3782
30.19,25,1017.7,0,0,836.6,10.8,29.659523,22.105985,2448.1381
30.86,23,1018.7,0,0,907.8,10.44,26.679119,19.097191,2374.0048
31.74,20,1018.4,0,0,925.6,10.09,31.088843,23.53772,2159.4056
32.37,19,1018.1,0,0,896.23,10.11,40.629342,32.576141,1807.9117
32.67,18,1017.3,0,0,818.8,10.5,52.593454,43.329893,1268.5461
32.64,18,1017,0,0,702.21,10.9,65.640419,54.612858,570.30639
32.32,17,1017.1,0,0,551.8,11.66,79.199311,65.920094,58.838056
31.5,17,1016.5,0,0,381.81,12.73,91.490462,75.771482,1.7815603
