temperature_2_m_above_gnd,relative_humidity_2_m_above_gnd,mean_sea_level_pressure_MSL,total_precipitation_sfc,total_cloud_cover_sfc,shortwave_radiation_backwards_sfc,wind_speed_10_m_above_gnd,angle_of_incidence,zenith,generated_power_kw
-5.05,86,1029.5,0,0,0,0.8,60.554806,79.060556,132.23905
-4.29,83,1030,0,0,24.03,2.41,46.068839,69.933108,205.54818
0.07,63,1029.3,0,0,181.56,3.55,31.948186,62.574755,315.97245
1.43,54,1027.4,0,0,343.54,10.85,18.840791,57.636227,552.13038
1.9,49,1027.4,0,0,472.59,19.11,11.458332,55.79238,492.32998
1.93,60,1026.6,0,0,556.25,19.49,17.917675,57.34844,552.04514
3.28,58,1025.6,0,0,585.62,20.01,30.850943,62.044221,408.28072
3.9,59,1025.3,0,0,560.7,21.37,44.937703,69.222806,263.97289
3.74,64,1024.5,0,0,483.27,22.07,59.301071,78.148315,101.51705
3.17,69,1024.9,0,100,362.23,24.34,70.311995,85.69914,0.36510417
-4.38,71,1029.7,0,0,0,21.79,60.545635,78.833095,760.53663
-2.93,80,1029,0,1,25.81,28.41,46.030393,69.678753,1800.9321
-0.72,83,1029.1,0,74,188.68,33.25,31.866378,62.292384,2446.9025
0.85,73,1028,0,28,351.55,35.57,18.670376,57.329988,2848.8113
2.27,68,1026.9,0,2,482.38,34.65,11.163179,55.474787,3042.2762
4.24,55,1024.3,0,0,567.82,37.87,17.72369,57.036781,2976.7425
4.91,53,1023.9,0,0,598.08,37.04,30.749122,61.752262,2661.2573
4.9,54,1023.8,0,0,573.16,38.32,44.880709,68.95622,2012.8759
4.85,59,1023.9,0,0,493.95,36.39,59.273549,77.906777,419.42047
4.86,61,1023.9,0,0,371.13,34.95,71.941767,86.629549,32.106884
-2.78,92,1026.8,0.2,100,0,39.96,60.534132,78.600632,37.861475
-2.17,88,1027.2,0.1,100,28.48,40.64,45.990011,69.419477,119.46945
-0.79,79,1026.7,0.1,100,187.79,42.92,31.783186,62.005155,354.87786
0.54,74,1026.1,0,76,351.55,41.9,18.498871,57.019093,1608.7156
2.17,68,1024.9,0,100,471.7,39.05,10.865273,55.153058,1798.4442
4.07,70,1024.5,0,0,565.15,35.94,17.533211,56.721853,2201.482
5.04,65,1023.6,0,2,596.3,33.04,30.651784,61.458021,2514.8261
5.76,62,1022.6,0,5,572.27,30.74,44.827873,68.688188,1983.4115
6.22,60,1022,0,100,488.61,28.83,59.249843,77.664324,454.60693
6.11,60,1021.9,0,100,347.1,27.32,71.715273,86.254461,38.520397
0.71,92,1022.8,0.1,100,0,22.61,60.520368,78.363271,306.21257
1.46,87,1022.6,0.1,100,18.69,23.98,45.947799,69.155392,810.41608
2.79,81,1022.1,0,100,114.81,25.46,31.698771,61.71318,1653.5456
3.97,76,1021.7,0,100,217.16,26.12,18.326542,56.703653,2594.6142
5.03,72,1020.8,0,100,359.56,25.62,10.564848,54.827305,2495.5364
4.71,72,1020.7,0,100,320.4,18.25,17.346619,56.403771,2034.5494
4.88,70,1020.4,0,100,334.64,16.85,30.559094,61.16161,349.33594
5.12,68,1019.3,0,100,313.28,15.73,44.779269,68.41881,508.95105
5.66,67,1019.6,0,100,276.79,15.28,59.229979,77.421041,81.15272
-1.2,95,1021.8,0,52,0,10.11,60.504413,78.12112,524.29145
0.28,92,1022.3,0,54,34.71,10.46,45.903862,68.88661,1511.2741
3.02,79,1020.3,0,55,199.36,8.65,31.613296,61.416573,2160.7512
5.11,71,1019.9,0,30,359.56,3.83,18.153666,56.383784,2625.0994
6.62,64,1019.5,0,83,486.83,2.41,10.262157,54.497644,2183.5018
8.43,55,1019.2,0,0,566.04,12.62,17.164309,56.08265,1644.59
8.64,57,1018.5,0,10,364.9,7.42,30.47122,60.86314,532.01389
9.8,55,1018.8,0,16,257.21,2.62,44.734969,68.148187,149.70222
9.69,54,1018.4,0,16,218.94,1.61,59.213982,77.177015,12.351344
8.38,55,1017.9,0,30,176.22,5,71.143495,85.405311,1.2752137
0.08,96,1024.9,0,100,0,5.59,60.48634,77.874288,718.82787
-0.15,93,1024.9,0,100,32.04,7.9,45.858307,68.613245,1726.4683
3.26,74,1024.1,0,0,201.14,6.29,31.526925,61.11545,2344.2967
5.63,64,1022.9,0,0,364.01,8.67,17.980527,56.059599,2748.0358
7.25,56,1021.1,0,10,488.61,15.55,9.957474,54.164189,2909.5366
8.42,53,1021,0,3.3,574.94,21.19,16.986686,55.758609,2774.0572
8.94,49,1020.1,0,6.6,601.64,23.75,30.388322,60.562727,2125.9102
8.85,45,1019.8,0,0.9,582.06,24.37,44.695039,67.876421,650.15667
8.65,50,1020.4,0,0,504.63,23.66,59.201875,76.932332,89.000525
8.12,54,1020.3,0,1.8,387.15,23.58,71.336983,85.314944,1.1058824
-0.4,95,1022.3,0,34,0,22.17,60.466218,77.622885,380.55369
3.02,71,1021.3,0,100,31.15,20.27,45.811238,68.33541,963.70243
4.93,57,1021.8,0,100,158.42,21.87,31.439818,60.809929,734.79313
6.69,55,1020.4,0,100,322.18,21.65,17.886811,55.752561,785.81806
8.38,50,1019,0,7,480.6,18.4,9.6510943,53.827061,1011.2157
8.72,60,1018.1,0,100,466.36,21.86,16.814173,55.431768,943.20981
9.14,61,1016.7,0,100,420.08,21.54,30.310562,60.260488,704.87833
10.14,55,1016.1,0,100,388.04,23.93,44.546854,67.536977,298.18582
9.84,57,1015.2,0,100,360.45,28.15,59.19368,76.687081,91.135834
9.16,61,1015.4,0,100,286.58,29.95,71.168361,84.963397,84.115943
4.41,91,1012.8,0.2,100,0,28.77,60.444115,77.367023,222.8959
4.8,89,1013.3,0.1,100,29.37,28.02,45.762758,68.053223,495.7582
5.29,86,1014.4,0,10,200.25,28.04,31.352136,60.500127,513.90689
5.76,82,1014.6,0,0,354.22,28.55,17.634639,55.398755,637.55228
6.35,80,1014,0,0,494.84,27.8,9.3433409,53.486378,641.52067
7.29,79,1014.8,0.1,100,550.91,26.96,16.647204,55.10225,1730.8477
7.37,81,1014.7,0.1,100,473.48,24.41,30.238099,59.956541,2107.1092
8.52,73,1014.1,0.1,40,539.34,25.08,44.628559,67.329881,294.9493
8.79,72,1014.3,0,9,504.63,24.99,59.189419,76.441353,49.494442
8.74,71,1015,0,35,388.04,24.72,71.18563,84.741259,3.2892303
2.93,94,1021.2,0,100,0,9,60.420097,77.106811,20.289321
3.23,91,1021.5,0,100,20.47,9.09,45.712965,67.766798,119.6423
4.31,85,1022.2,0,100,97.9,10.25,31.264039,60.186163,202.60269
4.67,85,1022,0,100,167.32,12.32,17.462499,55.062333,213.51918
4.86,85,1021.7,0,100,251.87,13.32,9.0345661,53.142263,325.59282
5.15,78,1023,0,100,338.2,15.27,16.486225,54.77018,689.46341
6.12,72,1021.9,0,100,492.17,14.56,30.171091,59.651009,455.77683
7.2,65,1021.1,0,100,543.79,14.35,44.530209,67.013699,1116.084
8,59,1020.4,0,100,486.83,13.44,59.189113,76.195243,188.75389
7.65,58,1019.7,0,50,328.41,15.32,71.206166,84.518498,7.3594994
-1.3,94,1030.5,0.1,100,32.93,36.45,45.661957,67.476251,16.747443
-0.05,88,1031.2,0,100,147.74,40.9,31.175681,59.868154,747.95484
1.07,79,1031.4,0,54,219.83,45.23,17.291314,54.722071,896.17405
2.05,74,1030.6,0,40,293.7,48.13,8.7251556,52.794839,1299.9747
3.5,66,1030.4,0,100,404.95,52.78,16.331693,54.435686,2501.3443
3.93,61,1030.7,0,10,458.35,53.07,30.109689,59.344016,2067.4558
4.53,60,1030.5,0,5,460.13,52.07,44.58035,66.780056,402.96303
4.39,62,1030.4,0,5,529.55,49.93,59.192783,75.948844,31.680455
4.17,64,1031.3,0,100,397.83,47.02,73.01505,85.569728,6.7550505
-2.92,95,1036.6,0,100,0,11.54,60.366572,76.573783,81.04899
-2.79,94,1037.3,0,100,32.04,7.99,45.570663,67.159374,214.27725
1.66,68,1036.7,0,100,189.57,4.21,31.087218,59.54622,388.70286
6.84,51,1035.1,0,45,387.15,0.72,17.12141,54.378088,503.07919
7.41,51,1034.1,0,0,514.42,5.12,8.4155326,52.444228,428.09654
5.64,48,1033.1,0,100,446.78,7.7,16.184077,54.098895,650.36148
2.89,66,1032.8,0,100,279.46,8.64,30.054042,59.035686,751.18134
1.22,92,1034,0.4,100,129.05,6.95,44.563251,66.50419,715.04669
2.12,90,1032.8,0.5,100,113.03,10.32,59.200449,75.702251,245.03425
3.47,80,1031.5,0.2,100,143.29,14.02,73.116679,85.401622,21.344653
-1.56,95,1034.9,0,0,0,16.62,60.337189,76.301187,729.90932
0.47,88,1034.3,0,0,51.62,14.83,45.556679,66.883249,1783.8262
3.92,71,1034,0,0,228.73,17.73,30.998803,59.220476,2390.095
5.24,63,1032.5,0,0,393.38,19.05,16.953118,54.030502,2804.8013
6.5,58,1030.7,0,0,524.21,16.42,8.1061629,52.090553,2961.926
8.18,50,1029.4,0,0,606.98,11.28,16.043847,53.759932,2867.343
9.02,48,1028.8,0,0,637.24,5.19,30.004293,58.726143,2584.3651
9.74,46,1027.4,0,0,611.43,3.6,44.550898,66.227835,2118.8114
10.08,46,1026.4,0,0,532.22,8.53,59.212126,75.455559,680.90394
9.88,50,1025.8,0,100,411.18,10.38,73.202753,85.220757,50.614814
0.51,85,1025.7,0,100,0,8.67,60.306144,76.024682,564.36012
3.07,77,1024.9,0,100,48.06,7.15,45.502596,66.581022,538.48395
6.21,66,1023.7,0,100,170.88,6.64,30.910589,58.89104,946.53167
7.87,59,1022.1,0,100,254.54,11.28,16.786784,53.679432,1643.1462
7.74,58,1021.3,0,100,221.61,15.46,7.7975623,51.733936,1484.1412
8.21,47,1020.1,0,100,401.39,18.51,15.911479,53.418924,1133.0727
7.62,52,1019.6,0,100,357.78,16.92,29.960574,58.415509,433.32806
7.49,53,1018.9,0,100,275.01,14.49,44.54334,65.9511,320.20786
7.85,53,1017.7,0,100,250.09,13,59.227825,75.208857,220.395
8.09,52,1016.6,0,100,306.16,13.85,70.958149,83.362108,0.26018519
1.79,95,1012.9,0,100,0,24.37,60.273501,75.744383,319.17873
1.54,91,1013.4,0,100,52.51,23.8,45.447681,66.275133,776.38526
2.22,79,1014.3,0,44,243.86,24.27,30.822731,58.558029,1343.0145
3.6,69,1014,0,39,380.03,31.14,16.622763,53.324996,2648.7486
3.99,66,1013.5,0,100,411.18,32.2,7.4903049,51.374496,2977.094
6.8,61,1011.7,0,10,462.8,34.88,15.787446,53.075996,2955.7583
7.08,51,1010.8,0,0,631.01,35.87,29.923007,58.103903,2161.0413
6.69,51,1011.3,0,27,572.27,36.16,44.540618,65.674091,2151.0257
7.05,49,1011.4,0,10,394.27,38.27,59.247552,74.962234,782.56749
6.34,50,1011.6,0,17,329.3,36.22,73.759823,85.125796,56.482041
5.74,52,1012.1,0,46,152.19,35.1,110.15015,112.03095,299.88492
-2.85,92,1018.9,0,3,0,34.17,60.116696,75.375645,806.81349
-1.8,85,1019.5,0,2,61.41,32.91,45.392031,65.965699,1810.5113
0.21,72,1019.6,0,0,242.97,30.17,30.73539,58.221563,2434.8074
2.31,60,1019.3,0,0,405.84,29.43,16.461426,52.967312,2795.9993
3.99,50,1019.3,0,5,473.48,28.59,7.185034,51.012355,2949.8806
6.68,59,1017.1,0,0,614.1,29.08,15.672217,52.731269,2881.9097
7.82,57,1016.7,0,0,641.69,28.66,29.891703,57.791444,1416.0774
8.77,57,1016.6,0,0,614.99,27.37,44.542764,65.396909,424.62465
8.74,61,1016.1,0,100,490.39,25.46,59.271303,74.715773,97.651824
8.18,68,1016.3,0,100,194.91,23.28,70.705885,82.675332,0.063131313
2.26,99,1018,0,100,0,18.72,60.203709,75.17286,66.971355
3.6,87,1018.1,0,49,72.09,21.42,45.335752,65.65284,247.67075
5.79,77,1017.5,0,32,254.54,21.9,30.648726,57.881764,329.8208
7.93,71,1016.2,0,43,410.29,23.07,16.303157,52.606502,738.98194
9.31,66,1015.6,0,3,533.11,26.67,6.8824735,50.647634,1851.771
10.18,70,1015.8,0,19,611.43,29.35,15.566252,52.384868,1015.2933
10.6,70,1015,0,100,604.31,28.04,29.866758,57.478247,219.2571
9.65,74,1014.9,0,36,345.32,28.75,44.549801,65.119656,1059.0576
9.69,69,1014.4,0,10,307.94,31.77,59.29907,74.469555,794.39164
9.59,66,1014.2,0,100,308.83,35.23,73.85743,84.694147,44.838407
7.68,71,1015.1,0,100,262.55,37.48,110.33865,111.45143,317.83056
-1.29,91,1027.5,0,100,0,36.16,59.983288,74.755694,687.91423
-0.96,92,1027.4,0,100,49.84,37.17,45.278953,65.336683,1602.8818
0.74,80,1028.2,0,100,224.28,38.75,30.562906,57.538755,1379.7537
1.93,74,1028.5,0,30,315.95,38.86,16.148358,52.242686,1215.9592
3.57,68,1027.4,0,11,522.43,39.82,6.5834417,50.280455,479.02023
4.12,62,1028,0,10,470.81,39.19,15.469998,52.036913,1395.4672
4.51,60,1027.5,0,10,322.18,38.12,29.848256,57.164427,1448.713
5.79,57,1027.3,0,100,292.81,40.57,44.561741,64.842425,323.25818
5.42,59,1027.4,0,100,434.32,40.35,59.330832,74.223656,198.86434
4.65,62,1027.8,0,100,171.77,38.9,73.790859,84.391665,43.092302
-1.34,94,1035.1,0,100,0,31.34,60.128428,74.587587,88.496643
-0.19,87,1034.9,0,100,63.19,32.6,45.221747,65.017356,289.35083
1.33,81,1034.1,0,100,226.06,32.62,30.478102,57.192665,659.44101
3.01,74,1034.5,0,57,404.95,32.35,15.997445,51.875988,750.74442
4.53,70,1033.6,0,15,544.68,32.62,6.2888674,49.910937,1409.4254
7.07,67,1029.9,0,76,526.88,38.53,15.383884,51.687524,1964.5812
8.28,59,1029.3,0,1,553.58,40.42,29.836262,56.850091,2458.3645
8.44,61,1029.3,0,72,531.33,40.32,44.578585,64.565308,2154.2716
9.58,55,1027.3,0,0,525.1,41.59,59.366561,73.978143,765.70439
9.39,54,1026.7,0,0.3,433.43,40.08,72.879973,83.474938,30.36271
1.92,94,1028.7,0,23,0,18.09,60.010861,74.236587,168.89293
4.22,87,1028.3,0,16,83.66,18.85,45.164253,64.694988,721.24609
6.87,75,1028.5,0,43,266.11,19.05,30.394488,56.84362,751.95215
8.12,69,1026.3,0,31,421.86,22.35,15.850847,51.506531,2378.8787
9.24,66,1025.8,0,36,546.46,22.73,5.9998092,49.5392,1715.4383
10.8,66,1026.3,0,100,442.33,23.71,15.308315,51.336816,860.72365
11.32,61,1024.9,0,100,497.51,27.24,29.830829,56.535345,832.32777
11.63,60,1024.3,0,100,495.73,27.29,44.600323,64.28839,241.875
11.8,59,1023.8,0,100,451.23,27,59.406219,73.733082,107.38569
11.25,61,1023.1,0,100,403.17,28.37,74.025412,84.044782,44.705959
0.95,95,1027.3,0,100,0,26.48,60.048366,73.989594,181.53847
1.51,86,1028.1,0,100,46.28,30.09,45.106593,64.369713,399.22861
1.69,70,1028.8,0,82,213.6,27.75,30.312243,56.491751,1003.2059
2.82,63,1028.3,0,8.4,444.11,28.41,15.709008,51.134438,1730.1885
3.9,58,1027.7,0,0,572.27,27.56,5.7174805,49.165362,2653.3225
6.46,56,1025.8,0,29,586.51,27.76,15.243673,50.984903,2857.5967
7.28,51,1025.3,0,0,679.07,25.05,29.831993,56.220291,2689.2852
7.86,48,1025.1,0,0,651.48,22.37,44.645792,64.024028,2189.9954
8,47,1024.6,0,0,571.38,21.6,59.449762,73.488531,899.45487
7.52,48,1024.4,0,100,405.84,20.53,74.087082,83.828191,68.438033
7.39,48,1024.5,0,100,193.13,21.03,110.70751,110.26143,83.10049
2.47,62,1027.2,0,100,0,13.78,59.8833,73.600292,412.23701
4.1,61,1026.7,0,1.2,93.45,15.91,45.048895,64.041666,1377.1819
6.63,71,1025.7,0,0.6,276.79,20.81,30.221172,56.134103,2016.125
8.01,65,1025.8,0,0.3,434.32,21.39,15.572385,50.75983,1978.0229
9.88,60,1025,0,0.3,558.03,21.99,5.4464999,48.790092,2559.2473
12.26,54,1023.6,0,100,614.99,21.87,15.190302,50.631895,2767.1597
12.2,55,1023.2,0,100,469.03,22.41,29.839775,55.905024,2061.6401
13.37,58,1023.6,0,100,534,24.69,44.658391,63.735465,1623.7999
13.29,62,1022.4,0,30,508.19,26.22,59.497135,73.244543,630.18648
13.01,64,1022.4,0,28.2,426.31,25.5,74.151536,83.611669,134.7186
12.35,67,1023.1,0,30,278.57,24.57,110.79766,109.958,288.35628
6.07,89,1025.9,0,100,0,10.99,59.840704,73.293908,758.63765
7.43,84,1025.7,0,100,42.72,11.81,44.991287,63.710982,1210.4983
10.23,71,1025.7,0,25,216.27,11.81,30.152587,55.780064,1167.5445
12.88,58,1024.5,0,29,434.32,12.6,15.441442,50.382831,1355.6717
14.75,48,1023.4,0,100,550.02,15.07,5.1788282,48.411845,1745.4971
14.9,51,1023.7,0,30,614.1,18.44,15.148517,50.2779,1377.0492
15.62,51,1022.9,0,30,642.58,18.34,29.854184,55.589638,1995.1997
16.28,52,1022.7,0,30,620.33,17.38,44.694651,63.459604,1535.1652
16.57,53,1022.1,0,30,545.57,18.72,59.548279,73.001165,905.77123
16.1,56,1022.2,0,30,429.87,21.39,74.218732,83.395289,86.759195
14.78,64,1022.7,0,10.5,284.8,21.97,110.88686,109.65239,144.65972
4.4,84,1026.6,0,1,0,9.69,59.797326,72.984892,734.29853
6.79,76,1026.3,0,0,95.23,7.34,44.933901,63.377801,1543.786
11.78,60,1024.9,0,0,283.02,7.86,30.075543,55.420508,2325.0675
14.83,45,1024.2,0,10,441.44,13.38,15.316654,50.003562,2678.9464
16.24,40,1024,0,0,534.89,16.61,4.9260227,48.032394,2850.3126
16.71,50,1023.6,0,2,638.13,18.34,15.118589,49.923024,2484.5189
16.95,51,1023.5,0,0,675.51,18.86,29.875213,55.274224,2129.886
17,49,1023.5,0,0,650.59,18.86,44.796586,63.221041,494.96428
16.58,51,1023.2,0,92,555.36,19.37,59.603128,72.758443,415.2075
15.8,53,1023.1,0,100,369.35,18.58,74.28862,83.179117,56.929919
7.58,99,1024.1,0,63,0,3.1,59.877091,72.759781,158.79974
8.37,92,1024.5,0,100,82.77,3.1,44.954645,63.088927,390.1007
10.86,79,1024.5,0,36,275.9,2.28,30.000599,55.058654,745.79267
13.38,68,1023.5,0,0,428.09,6.12,15.198496,49.622146,1905.4306
14.96,62,1023,0,66,550.02,9,4.6871001,47.651298,2529.1166
15.81,61,1023.5,0,67,623,12.61,15.100744,49.56737,2227.0099
14.62,72,1023.2,0,100,572.27,14.11,29.902845,54.958868,1586.9667
14.77,68,1023.1,0,61,527.77,12.3,44.789944,62.910944,2164.8406
16.19,54,1022.5,0,0,570.49,12.66,59.661611,72.516417,692.53553
15.49,58,1022.1,0,24,453.01,14.8,74.482955,83.052225,89.372797
3.63,92,1030.3,0,100,0,19.56,73.681505,82.306591,75.66761
3.14,92,1031.9,0,100,0,22.35,59.70866,72.359527,313.16457
3.43,88,1032.6,0,100,48.95,23.84,44.820323,62.7045,713.35139
5.06,80,1033,0,100,243.86,23.77,29.927938,54.694635,1286.2453
6.27,72,1032.9,0,0,458.35,21.49,15.087446,49.238705,1938.8014
7.57,64,1032.4,0,26,601.64,21.92,4.4647319,47.268669,3036.9697
9.1,56,1031.8,0,0,680.85,25.32,15.095165,49.211042,2999.3172
9.81,48,1030.9,0,0,713.78,24.15,29.937049,54.643658,2746.2333
10.16,43,1032,0,0,687.97,25.28,44.831759,62.635229,2275.757
9.69,43,1031.1,0,0,606.09,27.11,59.723652,72.275127,996.76998
8.71,44,1031.7,0,0,480.6,27.66,74.558282,82.836964,110.45111
-3.9,94,1040.4,0,100,0,13.39,74.155597,82.382876,12.902924
-4.23,94,1040.7,0,100,0.89,11.59,59.663593,72.043465,206.17519
-2.53,78,1039.2,0,3.9,122.82,12.6,44.764396,62.36466,798.55111
0.9,55,1038.7,0,3.6,322.18,18.36,29.857741,54.328586,1915.7382
3.74,42,1036.3,0,1.2,490.39,16.64,14.98398,48.85336,2849.3513
6.1,38,1033.8,0,0.3,619.44,14.06,4.2621629,46.884618,3049.4668
7.37,35,1035.5,0,0,692.42,22.42,15.101978,48.85414,3000.4989
8.48,34,1034.1,0,0,722.68,21.25,29.977784,54.328675,2739.6307
9.41,33,1032.7,0,0,694.2,19.01,44.886703,62.361711,2242.1163
9.8,33,1031.9,0,0,609.65,18.71,59.789172,72.034608,998.95833
9.46,34,1032,0,0,481.49,20.01,74.636092,82.622047,123.13811
-0.21,19,1034,0,0,0,13.7,74.595199,82.433235,293.74976
0.14,19,1033.9,0,0,1.78,13.68,59.618188,71.725341,952.55831
3.45,23,1033.6,0,0,121.04,11.89,44.709221,62.022882,1766.8851
7.73,22,1032,0,0,315.06,13.32,29.790187,53.960639,2419.4932
10.64,20,1030.2,0,0,485.05,13.56,14.888563,48.466234,2746.9364
12.72,17,1029.8,0,0,618.55,14.12,4.0875217,46.499832,2922.9944
14.14,20,1029.5,0,0,696.87,22.38,15.244918,48.524444,2874.0353
15.06,19,1028.6,0,0,725.35,21.19,30.024997,54.014002,2640.6783
15.71,18,1028.9,0,0,696.87,20.67,44.94615,62.088928,2193.5643
15.79,18,1028.3,0,0,614.99,19.49,59.858086,71.794895,984.0998
15.37,20,1028,0,0,487.72,17.7,74.716312,82.407517,128.36806
3.02,42,1032.2,0,0,0,11.21,74.561315,82.134259,279.15599
3.41,39,1032,0,0,1.78,9.57,59.572554,71.4053,951.87368
5.76,38,1031.7,0,0,125.49,6.99,44.65493,61.679309,1788.1319
9.87,34,1030.3,0,0,317.73,2.28,29.681165,53.571277,2405.8256
13.54,30,1029.6,0,0,485.05,7.24,14.801651,48.077448,2705.2294
14.88,32,1028.7,0,0,614.99,11.02,3.8903824,46.109054,2822.5712
17.26,24,1027.9,0,0,699.54,6.3,15.066657,48.115082,2800.9035
18.15,24,1027.6,0,0,727.13,7.15,30.078623,53.699719,2545.2561
18.76,24,1027.2,0,0,696.87,7.9,45.010024,61.816933,2120.9897
18.99,24,1025.8,0,0,612.32,6.83,59.930307,71.556018,972.16769
18.72,23,1026.2,0,0,486.83,5.86,74.809119,82.201162,140.21872
5.23,62,1027.8,0,5.7,0,7.39,74.526209,81.832922,262.79406
5.38,61,1027.9,0,3.9,3.56,6.64,59.541531,71.094325,942.49016
8.38,54,1027.8,0,0.9,139.73,3.62,44.601652,61.334083,1761.0983
13.24,44,1026.8,0,8.4,329.3,6.16,29.663712,53.219596,2330.1819
14.54,37,1025.9,0,4.2,493.06,12.37,14.723681,47.687125,2697.1626
15.41,33,1025.4,0,2.4,621.22,16.45,3.8204094,45.725039,2923.0258
15.93,25,1025,0,1.8,706.66,19.84,15.19724,47.780988,2888.6197
16.43,24,1024.5,0,0,737.81,20.73,30.138588,53.385904,2617.3262
16.71,23,1023.9,0,0,712,21.19,45.078239,61.545779,2146.9767
16.63,24,1023.6,0,0,629.23,21.53,60.005743,71.318008,1074.9995
16.2,26,1023.1,0,0,499.29,19.34,74.864627,81.965937,219.21004
15.18,30,1022.6,0,0,329.3,16.1,85.185592,89.514217,0.996
3.68,60,1027.4,0,3.3,0,9.42,74.490011,81.529413,310.05984
3.87,59,1027.5,0,0,4.45,9.93,59.481056,70.760052,1030.0652
6.93,53,1027.3,0,0,138.84,7.93,44.549519,60.987349,1834.6125
11.5,42,1026.2,0,0,333.75,5.19,29.605133,52.846771,2424.6642
14.39,28,1024.7,0,1.2,507.3,1.44,14.655065,47.295387,2605.223
16.39,21,1024.2,0,28.8,627.45,4.1,3.7553228,45.336401,2909.6684
17.58,19,1024.2,0,0,719.12,10.14,15.253809,47.42278,2774.5503
18.21,19,1023.4,0,0,745.82,11.54,30.204805,53.072632,2511.2375
18.47,20,1023.7,0,0,715.56,13.34,45.150707,61.275516,2140.0965
18.28,22,1023.5,0,0,630.12,15.48,60.0843,71.080891,1071.7122
17.72,22,1023.1,0,0,501.07,16.2,74.970634,81.766611,141.87328
4.41,47,1027.6,0,0,0,8.89,74.452852,81.223917,276.98497
4.58,47,1028.4,0,0,5.34,9.5,59.435416,70.435138,1050.2024
7.51,44,1028,0,0,142.4,8.21,44.498659,60.639248,1870.1204
11.7,40,1026.9,0,0,336.42,5.62,29.549884,52.47259,2429.165
15.06,34,1025.9,0,0,505.52,0.72,14.596189,46.902355,2704.2585
16.48,29,1024.7,0,0,637.24,2.19,3.7667248,44.946888,2771.6524
18.29,25,1024.7,0,0,713.78,5.94,15.322585,47.064488,2766.9008
19.15,25,1024.7,0,0,739.59,7.64,30.277181,52.759978,2574.2355
19.58,25,1024.4,0,0,708.44,8.28,45.227332,61.006193,2135.084
19.55,26,1023.5,0,0,623,9.73,60.16588,70.844693,1018.289
19.08,27,1023.8,0,0,493.95,10.82,75.059675,81.553972,155.41676
4.4,71,1028.3,0,1.2,0,7.7,74.414855,80.916614,295.74341
4.4,69,1029,0,0,6.23,8.59,59.389997,70.108894,1032.6548
7.51,59,1028.8,0,0,146.85,6.61,44.449197,60.289928,1820.7111
11.72,48,1027.4,0,0,339.98,1.48,29.498123,52.097192,2355.2314
14.42,38,1026.3,0,0,508.19,1.8,14.547402,46.508153,2666.7428
16.2,33,1026.1,0,0,639.02,4.69,3.849398,44.556609,2820.1406
17.27,26,1024.7,0,0,722.68,10.85,15.403369,46.706206,2791.1566
18.03,24,1024.4,0,0,750.27,11.18,30.355612,52.448016,2574.2649
18.43,24,1024,0,0,720.9,10.45,45.308018,60.737858,1970.0668
18.45,24,1023.2,0,0,636.35,10.11,60.250383,70.60944,890.54546
18.12,24,1023.1,0,0,507.3,9.01,75.150699,81.341874,201.97139
17.24,27,1023.4,0,0,338.2,7.57,85.041882,88.626427,3.1634921
4.92,51,1023.8,0,24.6,0,10.23,74.252706,80.51616,316.75294
5.13,51,1023.8,0,24.6,8.9,9.79,59.344908,69.781467,1119.0581
8.26,47,1022.3,0,15.3,161.09,7.59,44.401257,59.939531,1684.25
12.72,40,1022.3,0,2.1,352.44,5.01,29.450006,51.720713,2025.6491
15.51,33,1020.5,0,0,515.31,5.86,14.50901,46.112903,2449.8276
17.08,27,1019.4,0,0,643.47,8.09,3.9787206,44.165673,2696.244
17.36,29,1020.7,0,0,718.23,11.73,15.495919,46.348029,2719.7232
17.94,29,1019.7,0,0,744.04,12.88,30.439986,52.136821,2363.8079
17.96,30,1019.2,0,0.6,713.78,13.89,45.392663,60.470557,1622.7733
17.8,31,1018.9,0,0,630.12,15.19,60.337709,70.375157,919.99007
17.09,34,1019.3,0,0,504.63,17.21,75.283394,81.159916,170.47789
15.59,35,1019.4,0,1.5,341.76,18.29,84.6828,88.105037,0.42124183
4,94,1024.7,0,100,0,20.8,74.089689,80.113846,13.023446
3.85,93,1025.2,0,100,2.67,21.58,59.300255,69.453003,80.849335
4.53,88,1025.6,0,100,63.19,23.04,44.354955,59.588202,149.22339
5.08,82,1026.1,0,100,145.96,23.66,29.405678,51.34329,327.36518
7.03,71,1024.8,0,100,369.35,25.13,14.481273,45.716728,716.79222
8.44,63,1024.1,0,48,595.41,21.71,4.1442438,43.774188,343.72481
-4.84,87,1029,0,0,0,7.92,74.173373,79.893718,373.094
-3.96,88,1028.5,0,0,10.68,6.15,59.25614,69.123648,1187.4758
-1.06,72,1028.4,0,0,165.54,13.72,44.310406,59.236086,1987.7126
0.72,59,1028.9,0,0,358.67,19.24,29.365277,50.96506,2530.0079
2.32,52,1026.2,0,0,524.21,19.97,14.464402,45.319752,2894.8564
4.23,45,1026,0,0,652.37,18.17,4.3393921,43.382265,3056.7941
6.04,40,1024.6,0,0,736.03,22.22,15.715145,45.632376,2997.9068
6.96,35,1022.5,0,0,762.73,21.76,30.626087,51.517024,2742.1568
7.71,34,1022.6,0,0,732.47,21.27,45.57342,59.939252,2261.1239
7.76,35,1021.6,0,0,646.14,21.79,60.520427,69.909604,1191.2775
